name chr start stop
1 GRMZM5G888250 1 9881 10386
2 GRMZM2G093344 1 109518 111768
3 GRMZM2G093399 1 136306 138928
4 GRMZM5G809743 1 144360 144656
5 GRMZM5G833153 1 144956 145645
6 GRMZM2G023863 1 272524 274766
7 GRMZM2G408834 1 379243 385787
8 GRMZM2G471814 1 514920 516014
9 GRMZM2G330436 1 515996 526845
10 GRMZM2G032104 1 644607 652092
11 GRMZM2G333069 1 644610 645387
12 GRMZM2G399700 1 674822 680486
13 GRMZM2G474694 1 831119 835213
14 GRMZM2G172183 1 983401 991116
15 GRMZM2G073979 1 995084 997694
16 GRMZM2G374777 1 997920 998659
17 GRMZM2G374779 1 999355 1003189
18 GRMZM2G374812 1 1001049 1004935
19 GRMZM2G052586 1 1034669 1040162
20 GRMZM2G483779 1 1155581 1156723
21 GRMZM2G002121 1 1175064 1175911
22 GRMZM2G026639 1 1193130 1201436
23 GRMZM2G367714 1 1498896 1505328
24 GRMZM2G097229 1 1564785 1566048
25 GRMZM2G474194 1 1662968 1664359
26 GRMZM2G703462 1 1752157 1752468
27 GRMZM2G161483 1 1760348 1762552
28 GRMZM2G161540 1 1777858 1780777
29 AC193500 1 1778108 1779259
30 GRMZM2G161560 1 1785556 1787536
31 GRMZM2G079891 1 1855719 1858340
32 GRMZM2G060265 1 1953454 1955530
33 GRMZM2G361164 1 1953658 1955308
34 GRMZM2G060296 1 1960832 1968020
35 GRMZM2G164696 1 2035660 2037949
36 GRMZM2G703466 1 2040711 2045156
37 GRMZM2G114469 1 2085432 2087707
38 GRMZM2G114459 1 2088571 2102311
39 GRMZM2G458423 1 2159240 2166540
40 GRMZM2G109725 1 2205747 2210355
41 GRMZM2G410990 1 2219064 2223783
42 GRMZM2G158378 1 2304388 2306011
43 GRMZM2G459354 1 2398447 2402911
44 GRMZM2G329177 1 2426202 2433528
45 GRMZM2G028870 1 2464881 2467457
46 GRMZM2G052546 1 2535972 2542553
47 GRMZM2G035377 1 2655520 2658068
48 GRMZM2G085691 1 2683789 2690222
49 GRMZM2G388684 1 2690771 2692140
50 GRMZM2G085827 1 2725602 2734210
51 GRMZM2G085872 1 2734520 2739052
52 GRMZM2G085885 1 2739478 2748500
53 GRMZM2G086242 1 2740243 2744905
54 GRMZM2G086269 1 2751020 2753498
55 GRMZM2G042552 1 2781764 2783973
56 GRMZM2G042539 1 2784641 2785720
57 GRMZM2G042250 1 2791598 2798511
58 GRMZM2G041881 1 2798950 2801847
59 GRMZM5G802392 1 2839337 2840256
60 GRMZM2G006673 1 2856654 2869295
61 GRMZM2G007025 1 2871384 2874061
62 GRMZM2G015384 1 2874116 2894251
63 GRMZM2G137366 1 2930054 2935013
64 GRMZM2G137352 1 2949521 2951160
65 GRMZM2G137329 1 2993010 2993733
66 GRMZM2G137236 1 3002517 3020917
67 GRMZM2G436226 1 3022699 3026814
68 GRMZM2G314660 1 3070618 3075127
69 GRMZM2G092232 1 3123303 3129298
70 GRMZM2G393062 1 3129700 3130707
71 GRMZM2G092165 1 3131125 3132587
72 GRMZM2G124550 1 3171355 3177214
73 GRMZM2G144101 1 3192127 3193969
74 GRMZM2G077615 1 3262172 3264068
75 GRMZM2G077669 1 3265278 3269180
76 GRMZM2G077760 1 3271374 3272625
77 GRMZM2G077769 1 3273122 3274316
78 GRMZM2G077780 1 3274618 3279550
79 GRMZM2G126199 1 3347714 3349741
80 GRMZM2G126218 1 3353055 3356772
81 GRMZM2G426802 1 3357173 3361892
82 GRMZM2G440537 1 3397910 3402728
83 GRMZM2G440562 1 3399824 3402728
84 GRMZM2G055880 1 3441710 3445069
85 GRMZM2G055698 1 3462299 3464275
86 GRMZM2G703469 1 3542131 3542643
87 GRMZM2G062210 1 3548035 3558269
88 GRMZM2G044388 1 3639178 3642462
89 GRMZM2G044247 1 3642610 3645501
90 GRMZM2G088482 1 3658216 3661126
91 GRMZM2G029713 1 3693186 3697974
92 GRMZM2G029824 1 3701759 3704274
93 GRMZM2G320099 1 3704158 3706768
