name chr start stop
124 GRMZM2G137367 1 6550505 6561485
65 GRMZM2G029000 1 20899867 20900719
41 AC209675 1 36698220 36698474
172 GRMZM2G372509 1 36878491 36880674
38 AC207549 1 66427079 66427957
112 GRMZM2G123872 1 70510934 70511444
103 GRMZM2G094126 1 80308379 80308809
32 AC205567 1 81969963 81970748
139 GRMZM2G166804 1 84150080 84151756
89 GRMZM2G072371 1 100013181 100013551
159 GRMZM2G344279 1 104283793 104287012
5 AC186283 1 108665035 108665544
2 AC177905 1 115624175 115624687
61 GRMZM2G022804 1 123262019 123263712
94 GRMZM2G077250 1 133188542 133189406
114 GRMZM2G125052 1 144824215 144827585
31 AC205336 1 160649757 160651625
37 AC207389 1 173907954 173908247
33 AC205972 1 174457422 174457709
19 AC199908 1 177175309 177178211
59 GRMZM2G013792 1 177556844 177557819
149 GRMZM2G314273 1 177582040 177584808
188 GRMZM2G396477 1 178276984 178279409
17 AC197432 1 185588243 185589169
116 GRMZM2G126463 1 185742115 185742892
117 GRMZM2G126481 1 185759668 185761947
186 GRMZM2G391281 1 186707824 186708745
47 AC213857 1 187371929 187374622
194 GRMZM2G403667 1 188634598 188635813
193 GRMZM2G403664 1 188635447 188636319
185 GRMZM2G390041 1 214346307 214348411
11 AC190570 1 230828205 230829884
145 GRMZM2G304617 1 242829585 242831423
100 GRMZM2G092899 1 247072426 247073760
135 GRMZM2G163807 1 256621999 256623376
127 GRMZM2G143317 1 284530644 284531563
166 GRMZM2G361242 1 286713026 286716556
170 GRMZM2G371271 1 287865686 287872200
164 GRMZM2G355368 1 293599253 293600356
142 GRMZM2G300497 2 9007051 9007334
195 GRMZM2G405064 2 14444506 14447970
56 GRMZM2G006952 2 28394275 28396371
156 GRMZM2G333408 2 31126077 31152765
1 AC155352 2 35349359 35352189
69 GRMZM2G032905 2 42386297 42388814
131 GRMZM2G151365 2 83624950 83626144
10 AC190507 2 88395414 88396217
191 GRMZM2G400704 2 109010481 109021952
87 GRMZM2G069664 2 111430165 111432530
62 GRMZM2G023351 2 111990991 111992788
137 GRMZM2G164647 2 135769110 135770330
133 GRMZM2G155161 2 152095302 152096210
58 GRMZM2G012537 2 162351212 162351942
86 GRMZM2G065258 2 163617735 163618908
15 AC197242 2 197381864 197382220
92 GRMZM2G074664 2 225900550 225902695
138 GRMZM2G165216 2 227884168 227885167
14 AC196710 2 233560676 233561086
158 GRMZM2G338735 3 4574662 4576612
24 AC203804 3 46476726 46478530
122 GRMZM2G131529 3 46573877 46575941
111 GRMZM2G123765 3 50642135 50645871
129 GRMZM2G144189 3 59715200 59715938
179 GRMZM2G379189 3 93178067 93179628
150 GRMZM2G316106 3 98728879 98732368
125 GRMZM2G139472 3 100817510 100821079
161 GRMZM2G353834 3 116372691 116374187
154 GRMZM2G331522 3 158133245 158136990
167 GRMZM2G362897 3 163903763 163906146
29 AC204621 4 1274852 1275829
126 GRMZM2G140517 4 4192487 4193379
66 GRMZM2G030297 4 4389380 4389889
184 GRMZM2G388461 4 5098146 5099102
121 GRMZM2G129994 4 6567817 6572047
141 GRMZM2G181073 4 8082709 8084339
83 GRMZM2G061103 4 13988599 13989807
147 GRMZM2G312061 4 15294799 15295264
169 GRMZM2G370538 4 23757760 23758541
102 GRMZM2G093606 4 28453725 28455197
79 GRMZM2G057519 4 56543271 56543983
75 GRMZM2G044818 4 61811744 61812379
90 GRMZM2G072645 4 85707887 85708951
54 GRMZM2G000781 4 90646234 90646473
178 GRMZM2G378949 4 96452067 96455782
144 GRMZM2G301797 4 97003432 97004213
88 GRMZM2G071396 4 138248436 138252720
95 GRMZM2G080885 4 142895727 142896461
155 GRMZM2G333352 4 158462476 158463859
84 GRMZM2G061118 4 164380927 164381522
4 AC185642 4 164761947 164762273
16 AC197274 4 180294667 180295360
151 GRMZM2G316555 4 189406244 189407296
118 GRMZM2G127104 4 211949724 211951195
49 AC214485 4 217061437 217062756
12 AC191305 4 217887577 217888476
107 GRMZM2G115240 4 228698029 228698763
82 GRMZM2G060344 4 228737953 228738656
72 GRMZM2G039322 4 228884827 228885577
85 GRMZM2G063700 4 232945221 232947735
146 GRMZM2G309624 5 235288 239276
180 GRMZM2G381842 5 1180620 1184355
157 GRMZM2G336888 5 5897388 5898034
171 GRMZM2G371942 5 6904012 6905389
91 GRMZM2G074239 5 24526597 24529673
40 AC209177 5 75986614 75986985
175 GRMZM2G374263 5 107960812 107961490
187 GRMZM2G394300 5 111450300 111454242
22 AC203183 5 111724499 111724709
3 AC184789 5 128748949 128753291
115 GRMZM2G125359 5 129005475 129006127
152 GRMZM2G325023 5 157830477 157833532
42 AC210416 5 161319426 161320364
183 GRMZM2G386811 5 163983903 163984437
190 GRMZM2G398781 5 192613838 192615795
148 GRMZM2G313321 6 2047859 2058156
101 GRMZM2G093035 6 14130404 14131462
30 AC204662 6 14780581 14781189
134 GRMZM2G161750 6 14785742 14787435
173 GRMZM2G372684 6 15556685 15580562
140 GRMZM2G176778 6 35123486 35124313
189 GRMZM2G397663 6 48699973 48702288
71 GRMZM2G036525 6 51068135 51073480
53 GRMZM2G000703 6 51372668 51373249
110 GRMZM2G122214 6 55457320 55461425
73 GRMZM2G041171 6 64260684 64266209
176 GRMZM2G376760 6 73559112 73562572
165 GRMZM2G356338 6 79847299 79848152
28 AC204618 6 81491889 81492323
177 GRMZM2G378805 6 82459325 82460302
51 AC218979 6 88407027 88407230
36 AC207260 6 88980247 88980717
45 AC212457 6 107924421 107925152
13 AC191927 6 114450236 114450670
27 AC204520 6 118077250 118078124
143 GRMZM2G301096 6 136835888 136838620
119 GRMZM2G127297 6 153503087 153508182
74 GRMZM2G041694 6 162683022 162688544
63 GRMZM2G026189 7 2525678 2527393
104 GRMZM2G108772 7 4645905 4646887
128 GRMZM2G143367 7 22202936 22204815
39 AC208109 7 31523955 31527309
7 AC187082 7 38948716 38951510
60 GRMZM2G016212 7 71491249 71496048
96 GRMZM2G083042 7 94082797 94084182
80 GRMZM2G057569 7 120472216 120474566
123 GRMZM2G137233 7 132768513 132769135
6 AC186800 7 138410349 138410879
163 GRMZM2G354525 7 141898357 141910250
44 AC211657 7 144233912 144234352
43 AC211359 7 147871598 147872710
162 GRMZM2G354222 7 156309320 156311225
26 AC203986 7 160293253 160293693
46 AC212581 8 6505380 6505904
136 GRMZM2G163954 8 7830833 7832119
99 GRMZM2G090114 8 11105737 11106252
23 AC203531 8 11919181 11919873
67 GRMZM2G030695 8 23592162 23593592
21 AC202549 8 29951879 29952415
8 AC187092 8 70080490 70080903
93 GRMZM2G076169 8 97504059 97506508
181 GRMZM2G383819 8 99925760 99926697
52 AC233864 8 123543280 123543916
98 GRMZM2G088020 8 126156803 126162200
174 GRMZM2G372709 8 139495211 139501989
48 AC214050 8 167503408 167504631
64 GRMZM2G028966 8 167709131 167710504
109 GRMZM2G121783 8 170757828 170759120
108 GRMZM2G120475 9 7566549 7568616
57 GRMZM2G008923 9 9924852 9927687
78 GRMZM2G053292 9 10854310 10854856
160 GRMZM2G352108 9 25367102 25369251
76 GRMZM2G046644 9 25398626 25399000
81 GRMZM2G057602 9 36297876 36301020
153 GRMZM2G330581 9 42827219 42830144
34 AC206169 9 43766734 43767623
50 AC216256 9 78299388 78299804
20 AC200739 9 85504986 85505429
25 AC203928 9 92723342 92723680
120 GRMZM2G128953 9 138090539 138096147
182 GRMZM2G386409 9 141962891 141963568
35 AC206831 9 147596679 147598597
70 GRMZM2G036411 9 150509613 150510082
105 GRMZM2G110688 9 152294108 152296877
113 GRMZM2G125001 10 4396463 4399156
18 AC198781 10 5283319 5283543
55 GRMZM2G004163 10 12106911 12107696
168 GRMZM2G368486 10 50310326 50315147
97 GRMZM2G084597 10 53219478 53220617
106 GRMZM2G112278 10 56489186 56492594
192 GRMZM2G402881 10 60750334 60753372
9 AC188000 10 91792106 91792933
132 GRMZM2G151367 10 122456869 122457785
68 GRMZM2G031628 10 130321518 130322226
130 GRMZM2G148509 10 142888302 142888942
77 GRMZM2G050615 10 148004885 148005734
