name chr start stop
350 GRMZM2G367714 1 1498896 1505328
382 GRMZM2G399311 1 8039175 8044299
228 GRMZM2G113239 1 9558600 9559354
265 GRMZM2G148726 1 18988081 18990210
277 GRMZM2G160224 1 25616687 25619268
170 GRMZM2G052728 1 36438986 36448575
381 GRMZM2G397002 1 38314087 38314851
93 AC213668 1 41089554 41091391
302 GRMZM2G313272 1 45698315 45704015
101 AC219108 1 48772379 48772760
65 AC204306 1 56758467 56758961
190 GRMZM2G073969 1 57290028 57290757
32 AC195378 1 60525959 60526516
43 AC197387 1 63922831 63923295
295 GRMZM2G301294 1 64666814 64668686
104 GRMZM2G001361 1 64678110 64679802
18 AC191317 1 64989862 64990392
177 GRMZM2G062320 1 68326620 68329131
324 GRMZM2G341269 1 71616996 71618359
172 GRMZM2G054304 1 85438080 85439331
259 GRMZM2G143210 1 90848073 90852971
70 AC204821 1 92034651 92035397
73 AC205558 1 102933979 102934377
107 GRMZM2G004041 1 119431359 119432284
89 AC211467 1 126123793 126124206
105 GRMZM2G003230 1 130919091 130919568
205 GRMZM2G091634 1 157410860 157412248
50 AC199524 1 171087606 171088259
88 AC210828 1 172858022 172858531
284 GRMZM2G165082 1 179281919 179282977
370 GRMZM2G384731 1 185236911 185237745
233 GRMZM2G116254 1 186248285 186248854
149 GRMZM2G040129 1 187787131 187789223
274 GRMZM2G157307 1 190211140 190211512
134 GRMZM2G032531 1 192298866 192301200
239 GRMZM2G124797 1 192645641 192646652
276 GRMZM2G157772 1 200865262 200867079
6 AC186619 1 207378626 207379899
203 GRMZM2G088980 1 208020351 208026403
373 GRMZM2G388140 1 208035555 208037011
242 GRMZM2G127429 1 214244784 214247946
94 AC214267 1 239472074 239474744
329 GRMZM2G345773 1 243203800 243204344
125 GRMZM2G024624 1 244846814 244848850
235 GRMZM2G117016 1 280087751 280089092
335 GRMZM2G353114 1 280602638 280609456
186 GRMZM2G069932 1 284176413 284178638
225 GRMZM2G108819 1 284291022 284291752
189 GRMZM2G073508 1 287557636 287558121
361 GRMZM2G376757 1 287952890 287957881
310 GRMZM2G321413 1 288272814 288278302
333 GRMZM2G349274 1 290505490 290507742
352 GRMZM2G369945 1 297446813 297449560
121 GRMZM2G016738 1 297835146 297837437
38 AC196954 2 8064239 8065035
325 GRMZM2G342815 2 10311251 10314047
119 GRMZM2G014034 2 39236220 39236834
230 GRMZM2G113646 2 56863163 56864248
200 GRMZM2G085238 2 61060551 61061336
136 GRMZM2G033247 2 61936774 61937453
270 GRMZM2G154045 2 67012952 67013535
211 GRMZM2G096082 2 71937539 71938113
19 AC191338 2 72010854 72012814
36 AC196212 2 99631866 99632076
278 GRMZM2G160408 2 102653695 102654522
320 GRMZM2G334338 2 104315861 104316839
67 AC204387 2 111055117 111055332
27 AC194016 2 113707960 113708253
219 GRMZM2G104401 2 114547054 114547569
114 GRMZM2G008649 2 115694049 115695142
15 AC190811 2 146055936 146056739
80 AC207206 2 146344707 146346939
64 AC203439 2 168677117 168677596
24 AC193499 2 175196635 175197339
341 GRMZM2G356103 2 179732101 179732603
385 GRMZM2G403590 2 183662069 183662691
179 GRMZM2G063761 2 187319454 187320315
247 GRMZM2G131351 2 187688284 187688895
193 GRMZM2G078114 2 197382347 197387788
161 GRMZM2G046468 2 204986722 204994231
281 GRMZM2G162724 2 211555507 211562964
337 GRMZM2G354072 2 213990979 213993643
359 GRMZM2G375517 2 220267458 220268360
342 GRMZM2G358633 2 225081443 225084169
35 AC196106 2 227844147 227846072
108 GRMZM2G004521 2 227948067 227952986
297 GRMZM2G303474 2 227956550 227957185
234 GRMZM2G116395 2 228530221 228532065
244 GRMZM2G128376 2 228937743 228938757
159 GRMZM2G045030 2 229868115 229868600
319 GRMZM2G333448 2 229956841 229957796
168 GRMZM2G052457 2 231215041 231221648
188 GRMZM2G070444 2 231583750 231586998
83 AC208610 2 237551299 237551802
246 GRMZM2G129482 3 13925868 13927720
257 GRMZM2G139965 3 16669810 16675003
303 GRMZM2G314339 3 21312774 21314234
117 GRMZM2G012472 3 28056745 28059663
348 GRMZM2G367216 3 29360496 29361794
184 GRMZM2G067640 3 38441663 38442184
51 AC199638 3 43851574 43853087
111 GRMZM2G005678 3 49314749 49315243
353 GRMZM2G370585 3 52942684 52944242
366 GRMZM2G381470 3 57107203 57111955
56 AC200876 3 57239255 57240268
355 GRMZM2G373011 3 63825758 63826106
240 GRMZM2G125800 3 78372977 78375581
156 GRMZM2G044503 3 110266799 110269196
176 GRMZM2G062080 3 113448768 113450137
260 GRMZM2G144011 3 118979796 118980347
76 AC206285 3 127881702 127882109
120 GRMZM2G016598 3 131241307 131242058
61 AC202867 3 132338848 132339498
21 AC191562 3 134807705 134808145
207 GRMZM2G092142 3 136098161 136099234
328 GRMZM2G344333 3 140484875 140485963
384 GRMZM2G402368 3 140710437 140714810
289 GRMZM2G172248 3 142949326 142950788
158 GRMZM2G044867 3 147977642 147978028
169 GRMZM2G052625 3 149406247 149407196
299 GRMZM2G309534 3 153395179 153396175
22 AC191650 3 153408551 153409258
127 GRMZM2G026597 3 155936055 155937712
34 AC196009 3 166362377 166362580
330 GRMZM2G346312 3 169360361 169360675
90 AC211669 3 176096084 176096802
351 GRMZM2G369394 3 186195726 186197472
314 GRMZM2G324806 3 196132354 196134105
300 GRMZM2G311342 3 204346306 204348940
