name chr start stop
27 AC191330 1 7106940 7110012
22 AC190799 1 9062502 9063230
248 GRMZM2G145308 1 17324546 17334889
85 AC231441 1 32669807 32670906
257 GRMZM2G149646 1 33461723 33463560
167 GRMZM2G072456 1 36855791 36858108
225 GRMZM2G129302 1 46867752 46870116
148 GRMZM2G057027 1 48096442 48101953
98 GRMZM2G011025 1 56755087 56756978
58 AC204306 1 56758467 56758961
48 AC197387 1 63922831 63923295
221 GRMZM2G127181 1 64980857 64984195
64 AC207549 1 66427079 66427957
243 GRMZM2G142352 1 70750589 70751973
127 GRMZM2G036484 1 74287520 74288235
185 GRMZM2G095020 1 84614512 84620112
146 GRMZM2G054507 1 95242783 95248799
92 GRMZM2G004041 1 119431359 119432284
136 GRMZM2G041456 1 130618510 130618983
165 GRMZM2G070685 1 130703895 130706244
103 GRMZM2G014829 1 139631942 139632558
105 GRMZM2G019280 1 151087817 151088381
157 GRMZM2G062777 1 158345089 158351618
95 GRMZM2G006853 1 177873834 177874726
237 GRMZM2G137755 1 184981230 184983579
205 GRMZM2G116254 1 186248285 186248854
129 GRMZM2G037648 1 207228150 207228836
180 GRMZM2G083364 1 207559697 207560273
161 GRMZM2G069357 1 234913292 234920598
57 AC204213 1 253974590 253977195
46 AC197082 1 260724701 260725584
206 GRMZM2G117016 1 280087751 280089092
7 AC186189 1 283455352 283458075
245 GRMZM2G143324 1 284529502 284530216
193 GRMZM2G104124 1 290933472 290934874
168 GRMZM2G073155 1 292873372 292873971
140 GRMZM2G045921 1 294214748 294215679
1 AC177899 1 300424022 300426500
106 GRMZM2G021475 2 6062593 6068234
134 GRMZM2G040917 2 11371484 11372503
218 GRMZM2G125679 2 12349850 12354630
232 GRMZM2G132055 2 22536174 22540480
175 GRMZM2G078409 2 24166808 24167434
145 GRMZM2G053317 2 27152912 27154926
34 AC194705 2 44365339 44366850
31 AC193440 2 47488905 47491447
60 AC205907 2 57262956 57263591
24 AC190858 2 59293355 59295336
240 GRMZM2G139144 2 59560726 59564651
239 GRMZM2G138431 2 66118525 66119354
28 AC191338 2 72010854 72012814
30 AC193423 2 81707361 81708161
261 GRMZM2G151365 2 83624950 83626144
20 AC190507 2 88395414 88396217
160 GRMZM2G068707 2 88719485 88720660
44 AC196719 2 104130490 104130861
265 GRMZM2G154156 2 107721877 107727154
209 GRMZM2G119081 2 112456008 112460043
194 GRMZM2G104401 2 114547054 114547569
115 GRMZM2G029079 2 138947043 138950777
102 GRMZM2G014150 2 142800790 142801708
23 AC190811 2 146055936 146056739
41 AC196035 2 150536509 150537197
100 GRMZM2G012537 2 162351212 162351942
139 GRMZM2G045725 2 165671786 165675707
117 GRMZM2G029632 2 171865765 171870518
52 AC198981 2 176490589 176492124
21 AC190771 2 188512947 188513408
173 GRMZM2G078114 2 197382347 197387788
150 GRMZM2G057885 2 199464832 199472686
207 GRMZM2G117572 2 200749027 200751299
112 GRMZM2G026576 2 204171421 204172260
33 AC194203 2 213151790 213152212
171 GRMZM2G075461 2 213866058 213868081
164 GRMZM2G070563 2 216298099 216300490
260 GRMZM2G151336 2 224539253 224542157
155 GRMZM2G060394 2 229095465 229097031
176 GRMZM2G078946 2 229486949 229489244
204 GRMZM2G115630 2 232130785 232135750
66 AC208610 2 237551299 237551802
19 AC190491 3 11979018 11980242
25 AC191012 3 12751821 12752390
215 GRMZM2G124339 3 25725657 25726419
211 GRMZM2G119828 3 40911029 40915271
231 GRMZM2G131529 3 46573877 46575941
246 GRMZM2G144189 3 59715200 59715938
219 GRMZM2G125800 3 78372977 78375581
73 AC212709 3 79319343 79320385
227 GRMZM2G129403 3 86133000 86134430
178 GRMZM2G081963 3 97543377 97544229
159 GRMZM2G067231 3 98510054 98511056
38 AC195485 3 108866634 108868406
42 AC196170 3 140715387 140716313
223 GRMZM2G127754 3 165696458 165712122
212 GRMZM2G120244 3 172857046 172860023
84 AC226606 3 178383856 178384509
94 GRMZM2G004314 3 182480564 182481711
238 GRMZM2G137942 3 187780816 187786585
70 AC209831 3 203840464 203843595
179 GRMZM2G082026 3 221588620 221588991
190 GRMZM2G097691 3 221827596 221834464
177 GRMZM2G079303 3 230308558 230311392
152 GRMZM2G058394 4 767834 768922
119 GRMZM2G030297 4 4389380 4389889
138 GRMZM2G044152 4 5157898 5159214
266 GRMZM2G154442 4 5441546 5443976
40 AC196002 4 8905525 8906088
208 GRMZM2G117971 4 9685549 9686425
199 GRMZM2G112745 4 38263099 38265810
110 GRMZM2G025903 4 42306204 42307762
172 GRMZM2G076389 4 62892657 62895180
6 AC185586 4 80946868 80947233
158 GRMZM2G066551 4 101863886 101864258
201 GRMZM2G113544 4 119798396 119799120
170 GRMZM2G074775 4 133348100 133350636
79 AC216201 4 139222000 139222698
88 GRMZM2G001004 4 146350462 146351249
5 AC185504 4 164026950 164027504
253 GRMZM2G147974 4 169478255 169481264
99 GRMZM2G012384 4 187536825 187537532
258 GRMZM2G149836 4 195795247 195796987
104 GRMZM2G016447 4 205729095 205732781
156 GRMZM2G060898 4 208415491 208419013
18 AC189752 4 209269433 209269936
108 GRMZM2G022437 4 211879695 211899481
233 GRMZM2G132531 4 217952616 217956389
114 GRMZM2G027378 4 221041835 221045284
120 GRMZM2G030347 4 223256927 223259899
154 GRMZM2G060383 4 223282840 223285478
45 AC196972 4 228672904 228673365
124 GRMZM2G034278 5 2861667 2866401
75 AC213463 5 13055786 13056733
200 GRMZM2G112957 5 14916467 14918223
182 GRMZM2G090642 5 20822728 20824447
43 AC196432 5 24232080 24232925
135 GRMZM2G041424 5 30384872 30385422
109 GRMZM2G024871 5 31877778 31878300
236 GRMZM2G134629 5 39943580 39944331
252 GRMZM2G147834 5 49694186 49696746
186 GRMZM2G096665 5 71164476 71167191
143 GRMZM2G046615 5 71292781 71295609
69 AC209177 5 75986614 75986985
72 AC211514 5 84374907 84376766
4 AC185281 5 90854465 90856161
184 GRMZM2G092988 5 98609991 98627183
191 GRMZM2G103011 5 99642472 99644483
74 AC213400 5 100427392 100427832
166 GRMZM2G072407 5 108684993 108686786
3 AC185256 5 114521080 114522110
202 GRMZM2G113579 5 118958069 118966039
217 GRMZM2G125359 5 129005475 129006127
89 GRMZM2G001173 5 161025064 161026935
87 AC233938 5 179122079 179122408
255 GRMZM2G148301 5 185449427 185452043
241 GRMZM2G140730 5 190029474 190035537
198 GRMZM2G110013 5 200228362 200229613
203 GRMZM2G114362 5 207071063 207071553
71 AC210721 5 209758399 209759514
229 GRMZM2G130555 5 210289590 210291461
174 GRMZM2G078118 5 215538244 215541504
91 GRMZM2G001924 6 12900251 12906041
259 GRMZM2G150543 6 13976220 13977441
101 GRMZM2G012977 6 13992479 13995280
133 GRMZM2G040833 6 14028503 14032843
8 AC186406 6 14950899 14953486
147 GRMZM2G056306 6 16190199 16193338
17 AC189048 6 23959268 23960772
62 AC206184 6 49259132 49259713
249 GRMZM2G145392 6 50380707 50383202
128 GRMZM2G036525 6 51068135 51073480
113 GRMZM2G027253 6 56611495 56612169
192 GRMZM2G103223 6 58417031 58422113
10 AC186583 6 62111699 62113378
49 AC197909 6 66161438 66162930
59 AC205476 6 67248696 67249298
93 GRMZM2G004278 6 77839960 77841971
144 GRMZM2G049025 6 78080396 78081058
9 AC186433 6 86441148 86441759
213 GRMZM2G120432 6 90370911 90373479
210 GRMZM2G119678 6 91733724 91736824
37 AC195220 6 101179762 101180569
169 GRMZM2G073253 6 102042278 102043044
54 AC200122 6 103519564 103520313
29 AC191927 6 114450236 114450670
47 AC197376 6 115898529 115899412
181 GRMZM2G086768 6 116840084 116849845
35 AC194824 6 120691964 120693245
15 AC187887 6 132416642 132417222
90 GRMZM2G001327 6 136879632 136883004
96 GRMZM2G007038 6 141876884 141881259
226 GRMZM2G129344 6 150253941 150260927
